city,state,country,2017,2018,2019,2020,2021,2022,2023,2024,2025
Santa Barbara,CA,US,24,23,24,38,36,45,46,48,49
Santa Clara,CA,US,,,,,,22,24,26,27
Santa Clarita,CA,US,,,,,30,30,31,35,34
Santa Claus,IN,US,,,,,,,51,48,49
Santa Cruz,CA,US,17,16,14,19,24,24,26,31,31
Santa Fe,NM,US,23,23,9,26,25,27,30,31,31
Santa Maria,CA,US,,,70,46,35,34,34,36,37
Santa Monica,CA,US,40,46,52,49,50,49,60,61,61
Santa Rosa,CA,US,17,18,19,20,23,26,30,32,33
Santa Rosa,NM,US,,,,,9,9,9,8,9
Santaquin,UT,US,,,,,,50,40,40,47
Santee,CA,US,,,,,,14,16,18,18
Santiago,(NA),CL,,,,,,,51,54,55
Sarasota,FL,US,,,,,5,6,7,8,9
Saratoga,CA,US,,,,,,,25,28,28
Saratoga Springs,NY,US,,,,,7,8,9,10,9
Saratoga Springs,UT,US,,,,,,,25,26,26
Sarnia,ON,CA,,,,,,,31,32,32
Saskatoon,SK,CA,,,30,32,32,33,33,34,41
Satellite Beach,FL,US,,,,,7,8,8,8,9
Saugerties,NY,US,,,,,,12,15,12,12
Sauk City,WI,US,,,,,,,,,90
Sault Ste. Marie,MI,US,,,,,,,,55,55
Sault Ste. Marie,ON,CA,,,,,,,27,28,28
Sausalito,CA,US,,,,,,,,43,52
Sautee-Nacoochee,GA,US,,,,,,,,,20
Savannah,GA,US,,28,7,7,7,7,8,18,20
Scarborough,ME,US,,,,,23,17,24,26,26
Scarsdale,NY,US,,,,,,,4,4,5
Schaumburg,IL,US,,,,,38,38,38,40,40
Schererville,IN,US,30,30,29,7,8,8,8,10,11
Schnecksville,PA,US,,,,,,,,21,27
Schuylkill,PA,US,,,,,14,15,15,16,17
Scotia,NY,US,,,,,,,,3,4
Scotts Valley,CA,US,,,27,35,34,34,34,37,37
Scottsdale,AZ,US,29,24,22,22,23,22,23,25,27
Scranton,PA,US,,34,27,22,23,23,27,31,32
Sea Cliff,NY,US,,,,,,,,,13
Seabrook Beach,NH,US,,,,,,,,11,11
Seagoville,TX,US,,,,,,12,19,22,22
Searcy,AR,US,,,,,,,13,13,17
Seaside,CA,US,,,,,60,60,63,60,60
Seattle,WA,US,46,47,42,49,53,58,64,65,66
Sebastopol,CA,US,,,,,,37,49,51,58
Sebring,FL,US,,,,,7,7,10,9,9
Sedona,AZ,US,,,,,53,53,54,55,73
Sedro-Woolley,WA,US,,,,,,,,36,41
Selma,CA,US,,,,,,,,37,37
Seminole,FL,US,14,15,8,8,7,7,7,7,7
Senoia,GA,US,,,,,,,9,11,38
Sequim,WA,US,,,,,,,,25,25
Severance,CO,US,,,,,,15,27,27,27
Severna Park,MD,US,,,,,17,17,19,20,21
Sevilla,(NA),ES,,,,,82,85,74,76,76
Sewanee,TN,US,,,,,,,,83,81
Shady Shores,TX,US,,,,,,10,10,12,12
Shaker Heights,OH,US,,,,,,,31,32,42
Shakopee,MN,US,,,,,,,32,34,35
Shawnee,KS,US,24,24,30,14,15,15,15,19,19
Shawnee,OK,US,,,,,,,,,21
Sheboygan,WI,US,,,,,,48,58,58,58
Sheffield,(NA),GB,,,,,,,,54,55
Shelby,NC,US,,,,,10,10,10,10,10
Shepparton-Mooroopna,VIC,AU,,,,,,,29,31,31
Sherbrooke,QC,CA,,,,,29,29,31,38,39
Sheridan,CO,US,,,,,,7,9,10,12
Sheridan,WY,US,,,,,,,,,12
Sherman,TX,US,,,,,,,7,8,8
Shiloh,IL,US,,,,,,,12,12,12
Shippensburg,PA,US,,,,,,,,18,20
Shoreline,WA,US,,,,,,,,,37
Shoreview,MN,US,,,,,,,35,36,36
Shorewood,IL,US,,,,,13,14,16,18,22
Shorewood,WI,US,,,,,,62,76,76,77
Show Low,AZ,US,,,,,,,,31,30
Shreveport,LA,US,,23,20,19,18,19,19,20,20
Shrewsbury,(NA),GB,,,,,,,,55,59
Shrewsbury,MA,US,,,,,,,12,11,11
Sierra Vista,AZ,US,,,,,,27,27,29,29
Signal Mountain,TN,US,,,,,,,,51,54
Siloam Springs,AR,US,21,21,12,12,13,13,15,16,16
Silver City,NM,US,,,,,9,10,8,8,8
Silver Plume,CO,US,,,,,,12,12,14,14
Silver Spring,MD,US,,25,9,11,11,11,12,12,13
Silverdale,WA,US,,,,,,,16,16,18
Silverthorne,CO,US,,,,,,,28,28,31
Silvis,IL,US,,,,,,,,12,12
Simi Valley,CA,US,,,21,19,20,20,19,20,25
Simsbury,CT,US,,,,,30,34,30,30,31
Sioux City,IA,US,,19,17,17,18,21,27,31,31
Sioux Falls,SD,US,18,17,19,19,21,22,24,24,25
Sitka,AK,US,,,,,,,,33,33
Skokie,IL,US,,,,,,,5,6,6
Slatington,PA,US,,,,,,,35,32,31
Slocomb,AL,US,,,,,,,,36,36
Smithfield,UT,US,,,,,,,,,54
Smithfield,VA,US,,,,,,,,,35
Smithville,MO,US,,,,,,,25,26,31
Smyrna,GA,US,,,,,,19,21,23,24
Socorro,NM,US,,,,,15,15,20,21,21
Socorro,TX,US,,,,,,,,8,8
Solana Beach,CA,US,,,,,29,26,30,32,38
Soldotna,AK,US,,65,65,63,62,61,64,66,67
Solihull,(NA),GB,,,,,,34,25,41,41
Solvang,CA,US,,,53,53,75,41,42,46,46
Somerset,PA,US,,,,,,,32,34,36
Somersworth,NH,US,,,,,,,12,12,12
Somerville,MA,US,11,13,11,20,33,41,57,58,63
Sonoma,CA,US,,,,,,,69,69,74
Sonora,CA,US,,,,,,,24,26,31
Sopchoppy,FL,US,,,,,,,26,22,22
Sorel-Tracy,QC,CA,,,,,,,57,55,57
South Bend,IN,US,,37,38,6,6,6,7,8,37
South Bethlehem,PA,US,,,,,,,,13,13
South Burlington,VT,US,19,20,25,34,35,37,39,40,42
South El Monte,CA,US,,,,,,,,17,17
South Jordan,UT,US,,,,,,,37,39,42
South Lake Tahoe,CA,US,,,,,,40,39,45,45
South Miami,FL,US,,,,,,,5,6,6
South Pasadena,CA,US,,,,,,,35,37,27
South Portland,ME,US,,,,,,,,,16
South San Francisco,CA,US,,,,,,,,,32
South Windsor,CT,US,,,,,15,13,16,16,16
Southampton,(NA),GB,,,,,,,,,64
Southampton,NY,US,,,,,8,10,10,12,12
Southaven,MS,US,,26,27,30,30,32,26,26,26
Southbridge Town,MA,US,,,,,,,,8,16
Southend-on-Sea,(NA),GB,,,,,,,53,55,55
Southern Pines,NC,US,,,,,,,,10,9
Southfield,MI,US,,,,,16,19,24,27,28
Southgate,MI,US,,,,,,,,,45
Southlake,TX,US,,,,,14,14,23,23,23
Southport,NC,US,,,,,,,,17,17
Southwark,(NA),GB,,,,,,69,,80,79
Sparks,NV,US,,,,,,,,,30
Spartanburg,SC,US,,,,,,,15,15,19
Spearfish,SD,US,,,,,,,40,40,40
Speedway,IN,US,,,,,,,,11,14
Spokane,WA,US,31,32,22,32,32,34,42,41,43
Spokane Valley,WA,US,,,,,,,21,24,25
Spring,TX,US,,,,,,,13,14,14
Spring Hill,FL,US,,,,,7,7,8,8,8
Spring Hill,TN,US,,,,,,,,28,28
Spring House,PA,US,,,,,,,21,22,24
Springboro,OH,US,20,19,16,17,18,18,19,21,22
Springdale,AR,US,21,23,23,15,34,38,31,32,34
Springdale,UT,US,,,,,,,90,89,89
Springfield,IL,US,8,8,8,7,7,7,7,8,8
Springfield,MA,US,,11,10,6,9,9,9,9,10
Springfield,MO,US,25,24,30,24,24,24,24,26,29
Springfield,OH,US,,,,,,,,33,32
Springfield,OR,US,,,,,,,22,24,24
Springfield,VA,US,23,25,27,24,26,26,29,32,33
Springtown,TX,US,,,,,,11,11,10,12
Springville,NY,US,,,,,,,,28,28
Squamish,BC,CA,,,,,,,,,78
St Albans,(NA),GB,,,,,,,,61,63
St. Albans,WV,US,,,,,,,,26,23
St. Albert,AB,CA,,,,,,,,,50
St. Augustine,FL,US,,,,,7,7,7,8,8
St. Catharines,ON,CA,,,,,32,34,34,45,47
St. Charles,IL,US,46,46,50,14,14,13,13,13,13
St. Charles,MO,US,,14,17,15,20,21,23,23,27
St. Cloud,FL,US,,,,,,,36,37,38
St. Cloud,MN,US,,20,21,7,8,8,9,9,11
St. George,UT,US,,,,,33,34,31,32,33
St. Helena,CA,US,,,,,,,56,50,47
St. John's,NL,CA,,,,,,,32,37,37
St. Johns,AZ,US,,,,,,,20,19,25
St. Johnsbury,VT,US,,,,,,,,,32
St. Joseph,IL,US,,,,,,,,15,15
St. Joseph,MO,US,,,,,29,29,24,24,23
St. Louis,MO,US,18,19,31,32,33,34,36,36,38
St. Louis Park,MN,US,,,,16,16,44,52,55,57
St. Marys,GA,US,,,,,15,13,16,16,19
St. Marys,OH,US,,,,,,,76,76,77
St. Paul,MN,US,46,46,47,9,42,43,59,61,62
St. Paul,TX,US,,,,,,16,19,21,26
St. Peters,MO,US,,,,,,,27,28,31
St. Petersburg,FL,US,27,25,10,10,9,10,9,15,15
St. Simons,GA,US,,,,,,,37,42,52
Stafford,VA,US,,,,27,32,32,33,38,39
Stamford,CT,US,,18,12,11,11,11,13,14,14
Stanford,CA,US,,,38,37,44,50,62,64,67
Starkville,MS,US,,,,,28,27,27,28,30
State College,PA,US,,52,50,53,51,52,51,52,51
Stateline,NV,US,,,,,,,,49,42
Staten Island,NY,US,,34,33,33,34,39,40,45,48
Statesville,NC,US,,,,,,,10,9,9
Staunton,VA,US,,,,,,,,,24
Steamboat Springs,CO,US,17,17,10,10,11,10,13,13,13
Steinbach,MB,CA,,,,,,,,,54
Stephenville,TX,US,,,,,,9,9,9,9
Sterling,CO,US,,,,,,,,8,8
Sterling,IL,US,,,,,4,4,5,5,6
Sterling Heights,MI,US,,14,14,16,14,14,22,23,25
Steubenville,OH,US,,,,,,,,,35
Stevenage,(NA),GB,,,,,,,,,75
Stevens Point,WI,US,,,,,49,49,50,52,65
Stevensville,MD,US,,,,,,,,27,27
Stillwater,MN,US,,,,,,26,25,25,26
Stillwater,OK,US,,32,33,33,30,30,30,30,30
Stirling,NJ,US,,,,,26,24,11,13,13
Stockbridge,GA,US,,,,,,14,14,12,12
Stockport,(NA),GB,,,,,,36,25,48,49
Stockton,CA,US,33,33,34,34,35,35,21,22,25
Stone Mountain,GA,US,,,,,,7,7,9,9
Stonecrest,GA,US,,,,,,23,21,18,18
Stoneham,MA,US,,,,,,,,10,18
Stony Brook,NY,US,,,,,14,14,13,14,14
Stow,OH,US,,,,,,34,40,40,42
Stowe,VT,US,,,,,,,46,46,52
Strasbourg,GES,FR,,,,,,,,,82
Stratford,ON,CA,,,,,,,41,42,42
Stratford Downtown,CT,US,,,,,,,,13,15
Streamwood,IL,US,,,,,,,,23,19
Stuart,FL,US,,,,,18,18,19,22,22
Sturbridge,MA,US,,,,,,,,18,18
Sturgis,SD,US,,,,,37,41,36,35,37
Stuttgart,(NA),DE,,,,,,,,,69
Stuyvesant,NY,US,,,,,13,13,13,11,11
Sudbury,MA,US,,,,,,,,13,17
Suffield,CT,US,,,,,,,23,23,21
Suffolk,VA,US,,,,,22,22,22,23,23
Sugar Hill,GA,US,,,,,,,12,16,16
Sugar Land,TX,US,,,,,,,13,15,16
Sula,MT,US,,,,,,,,41,41
Summerlin South,NV,US,,,,,,,,19,20
Summerville,SC,US,,24,24,12,10,10,15,15,15
Summit,NJ,US,,,,,31,32,21,26,26
Sumner,WA,US,,,,,,,,48,48
Sumrall,MS,US,,,,,,,,36,34
Sumter,SC,US,,,,,,,10,10,10
Sun Lakes,AZ,US,,,,,,,22,23,27
Sun Prairie,WI,US,50,46,48,57,58,60,60,60,63
Sun Valley,ID,US,,,,,,,,,33
Sun Valley,NV,US,,,,,,,49,49,49
Sunderland,(NA),GB,,,,,,,,,43
Sunnyside-Tahoe City,CA,US,,,,,,,50,48,42
Sunnyvale,CA,US,,,,,,21,21,23,25
Sunnyvale,TX,US,,,,,,9,18,19,19
Sunrise,FL,US,,,,,,13,17,17,18
Sunset,UT,US,,,,,,,40,40,40
Sunshine Coast,QLD,AU,,,,,,42,,46,46
Superior,CO,US,,,,,,21,23,25,25
Surrey,BC,CA,,,,,37,38,38,38,38
Susanville,CA,US,,,,,,,,28,30
Susquehanna Depot,PA,US,,,,,,,,22,23
Sussex,NJ,US,,,,,,,,12,12
Sutton,(NA),GB,,,,,,43,,64,61
Suwanee,GA,US,,,,,,25,25,26,27
Swampscott,MA,US,,,,,,,,9,16
Swansea,(NA),GB,,,,,,,51,61,61
Swedesboro,NJ,US,,,,,,,,,10
Sydney,NSW,AU,,,,,,26,,29,31
Syracuse,NY,US,38,38,7,8,7,7,8,11,11
Syracuse,UT,US,,,,,,,,39,41
São Leopoldo,(NA),BR,,,,,,,,,34
São Paulo,(NA),BR,,,,,,,52,54,54
Tabor,SD,US,,,,,,,,79,76
Tabriz,(NA),IR,,,,,,,39,40,40
Tacoma,WA,US,,34,32,32,33,34,33,34,39
Tahlequah,OK,US,,,,,,,49,43,42
Takoma Park,MD,US,,,,,,,12,13,14
Tallahassee,FL,US,22,22,14,14,15,29,28,28,28
Tallmadge,OH,US,,,,,,,,,20
Tallulah Falls,GA,US,,,,,,,42,42,42
Talty,TX,US,,,,,,12,13,13,13
Tameside,(NA),GB,,,,,,39,25,46,45
Tampa,FL,US,21,21,13,13,13,13,15,30,30
Taos,NM,US,,,,,9,10,9,9,10
Tappahannock,VA,US,,,,,,,,,36
Taree,NSW,AU,,,,,,,32,33,33
Tarpon Springs,FL,US,,,,,,,9,9,10
Tatamy,PA,US,9,9,11,11,9,9,16,16,16
Taunton,MA,US,,,,,,,,8,8
Tavares,FL,US,,,,,8,9,9,9,9
Taylor,MI,US,,,,,25,26,27,29,29
Teanek,NJ,US,,,,,,,,,19
Temecula,CA,US,,,,,22,22,22,22,22
Tempe,AZ,US,35,31,30,32,32,30,34,35,36
Temple,TX,US,,,,,,,8,9,9
Temple Terrace,FL,US,,,,,,,,17,17
Tenafly,NJ,US,,,,,,,,18,19
Terre Haute,IN,US,,,,,,,7,8,9
Terrebonne,QC,CA,,,,,,,54,56,62
Terrell,TX,US,,,,,,10,10,10,10
The Bronx,NY,US,,22,33,33,42,44,44,48,50
The Colony,TX,US,,,,,,15,20,20,21
The Dalles,OR,US,,,,,,,,24,24
The Hague,ZH,NL,,,,,,85,89,89,89
The Villages,FL,US,27,29,22,22,22,35,33,35,35
The Woodlands,TX,US,,,,,44,44,39,49,51
Thief River Falls,MN,US,,,,,,,,,8
Thomas,WV,US,,,,,,,,37,37
Thomasville,GA,US,,,,,,,,,22
Thomasville,NC,US,,,,,,,,,9
Thompsonville,MI,US,,,,,,,70,77,56
Thornton,CO,US,,38,11,11,35,41,41,42,42
Thousand Oaks,CA,US,,,,,27,26,27,29,30
Thunder Bay,ON,CA,,,,,29,31,31,29,38
Tierra Amarilla,NM,US,,,,,38,38,43,43,43
Tierra Verde,FL,US,,,,,,,,16,16
Tigard,OR,US,,,,,,24,27,27,29
Tijuana,(NA),MX,,,,,,,54,55,51
Tillsonburg,ON,CA,,,,,,,,,48
Timmins,ON,CA,,,,,,,,,40
Timnath,CO,US,,,,,,15,17,17,21
Titusville,FL,US,,,,,10,12,12,16,16
Toledo,OH,US,15,15,16,16,17,17,18,20,21
Tolland,CT,US,,,,,28,27,22,26,28
Tolleson,AZ,US,,,,,,,,27,27
Tomball,TX,US,,,,,,,18,19,23
Toms River,NJ,US,,,,,,,,21,21
Tonawanda,NY,US,,,,,,,8,10,10
Toowoomba,QLD,AU,,,,,,26,,31,32
Topeka,KS,US,25,23,27,5,5,6,6,7,8
Torino,(NA),IT,,,,,,,,,70
Toronto,ON,CA,,,36,,40,42,45,47,49
Torrance,CA,US,,,,,,20,20,26,29
Toulouse,OCC,FR,,,,,,,,,84
Tower Hamlets,(NA),GB,,,,,,59,,74,78
Townsend,DE,US,,,,,,,26,26,26
Townsend,MA,US,,,,,,,,34,34
Townsville,QLD,AU,,,,,,23,,25,27
Towson,MD,US,,,,15,16,17,19,19,23
Tracy,CA,US,,,,,,,,25,25
Trafford,(NA),GB,,,,,,32,26,52,52
Trail,MN,US,,,,,,,,54,54
Trappe,PA,US,,,,,,,,33,21
Traverse City,MI,US,59,59,57,61,61,62,63,67,55
Trenton,NJ,US,,23,28,27,35,36,37,38,39
Trophy Club,TX,US,,,,,,13,13,15,16
Troutdale,OR,US,,,,,,,,23,23
Troy,MI,US,,,,,19,17,24,25,24
Troy,NY,US,,,,,,,,,12
Troy,OH,US,45,45,44,45,45,44,48,46,46
Troy,TN,US,,,,,18,19,19,19,19
Truckee,CA,US,,,,,44,41,41,39,41
Trussville,AL,US,,,,,18,18,17,24,23
Tucker,GA,US,,,,,,8,8,10,10
Tucson,AZ,US,30,35,36,31,30,33,38,39,38
Tukwila,WA,US,,,,,17,18,20,23,24
Tulare,CA,US,,,,,,,,36,38
Tulsa,OK,US,16,16,17,18,20,23,25,28,28
Tunnelton,WV,US,,,,,,,,22,22
Tupelo,MS,US,,31,34,34,34,34,29,29,30
Turlock,CA,US,,,,,,,,,31
Tuscaloosa,AL,US,,19,18,18,19,20,21,22,22
Tustin,CA,US,12,13,14,14,14,14,15,15,16
Twentynine Palms,CA,US,,,,,,,,55,55
Twin Falls,ID,US,,,,,10,10,10,10,11
Tybee Island,GA,US,,,,,,,16,23,22
Tyler,TX,US,,,,,,,10,11,11
Tyrone,GA,US,,,,,,13,13,26,23
Ukiah,CA,US,,,,,,,,45,43
Union City,NJ,US,,,,,,,,,38
Union Park,FL,US,,,,,,,,,20
Union Point,GA,US,,,,,,,,12,12
University Park,TX,US,,,,,,4,6,6,6
University Place,WA,US,,,,,38,38,38,39,38
Upland,CA,US,,,,,,,,,21
Upper Arlington,OH,US,,,,,19,26,26,28,31
Urbana,IL,US,,41,33,12,16,17,22,23,25
Urbandale,IA,US,,,,,,,50,52,52
Utrecht,UT,NL,,,,,92,84,84,86,85
Uvalde,TX,US,,,,,6,6,5,5,5
Uxbridge,MA,US,,,,,,,,,14
Vacaville,CA,US,,,,,,,20,20,21
Vadnais Heights,MN,US,,,,,,,,24,29
Vail,CO,US,,,,,,,34,40,47
Val di Sole,(NA),IT,,,,43,,66,68,70,61
Valdez,AK,US,,,,,,,,74,71
Valencia,(NA),ES,,,,,,,76,80,82
Vallejo,CA,US,,,,,,,,23,24
Valley Springs,CA,US,,,,,23,18,18,18,19
Valley Stream,NY,US,,,,,,,6,6,6
Valparaiso,IN,US,,,,,,,,25,25
Vancouver,BC,CA,,,38,39,43,55,56,66,67
Vancouver,WA,US,,35,36,36,40,40,41,42,43
Vandalia,OH,US,,,,,,,26,31,29
Vaughan,ON,CA,,,,,,,49,50,52
Vega Baja,PR,US,,,,,,,19,19,19
Venice,FL,US,28,30,9,9,10,12,15,18,18
Ventura,CA,US,,25,29,34,32,32,32,33,33
Venus,TX,US,,,,,,13,14,14,13
Verdi,NV,US,,,,,,,18,18,15
Vermillion,SD,US,,,,,,,,,28
Vernon,BC,CA,,,,,32,35,35,39,40
Vernon,CT,US,,,,,24,20,20,25,25
Vero Beach,FL,US,11,13,6,7,9,9,10,11,12
Verona,(NA),IT,,,,,,,66,67,68
Verona,PA,US,,,,,,,26,26,25
Verona,WI,US,,,,,,,,59,60
Vestavia Hills,AL,US,,,,,,,,,29
Victoria,BC,CA,,,,,24,27,56,67,77
Victorville,CA,US,,,,,,,,18,18
Vienna,ME,US,,,,,,,,,66
Vienna,VA,US,31,30,35,27,32,31,33,34,36
Villa Park,IL,US,52,60,56,7,7,7,7,7,7
Vineyard,UT,US,,,23,16,17,17,20,22,23
Virginia Beach,VA,US,18,16,17,17,20,21,21,21,23
Virginia Gardens,FL,US,,,,,,,6,6,6
Visalia,CA,US,,,,,,26,30,31,33
Vista,CA,US,,,,,,,,18,18
Waco,TX,US,,,,,,,11,12,7
Wagga Wagga,NSW,AU,,,,,,36,,40,40
Wahiawa,HI,US,,,,,,,19,18,19
Waimea,HI,US,,,,,,,,30,28
Waipahu,HI,US,,,,,,12,12,12,19
Wakefield,(NA),GB,,,,,,,41,42,42
Wakefield,MA,US,,,,,,,9,11,12
Wakefield,MI,US,,,,,,,,,49
Waldorf,MD,US,,,,,,16,18,19,22
Walhalla,SC,US,,,,,,,,,7
Wall,NJ,US,,,,,,,13,14,14
Walla Walla,WA,US,,,,,,,8,9,9
Walled Lake,MI,US,20,15,16,28,27,33,24,33,33
Walnut Creek,CA,US,,,,,34,36,36,38,38
Walsall,(NA),GB,,,,,,31,20,42,46
Waltham,MA,US,,,,,7,7,7,9,16
Waltham Forest,(NA),GB,,,,,,66,,77,80
Wandsworth,(NA),GB,,,,,,60,,73,73
Wantagh,NY,US,,,,,,5,5,5,6
Wareham Center,MA,US,,,,,,,,14,18
Warm Springs,GA,US,,,,,,,,18,18
Warminster,PA,US,,,,,26,23,23,25,25
Warner,NH,US,,,,,,,,33,33
Warner Robins,GA,US,,,,,,,,9,9
Warren,MI,US,20,24,25,31,24,26,31,32,32
Warren,OH,US,,,,,,,,,22
Warren,PA,US,26,27,33,33,28,33,35,35,35
Warrenton,VA,US,,,,,19,19,22,24,24
Warwick,(NA),GB,,,,,,,,,61
Warwick,RI,US,,21,19,19,19,15,15,18,18
Washburn,WI,US,,,,,,,89,89,89
Washington,DC,US,35,36,37,38,39,46,44,46,52
Washington,IL,US,,,,15,15,16,16,17,23
Washingtonville,NY,US,,,,,,,,10,10
Wasilla,AK,US,,,,,,,,,53
Watauga,TX,US,,,,,,5,7,8,8
Waterbury,CT,US,,21,12,12,12,12,13,13,12
Waterloo,IA,US,,,,,27,26,31,37,35
Waterloo,ON,CA,,,,,,,49,63,64
Waterloo,WI,US,,,41,41,41,42,42,42,42
Watertown,MN,US,,,,,,,,19,22
Watertown,SD,US,,,,,,,,,29
Watertown,WI,US,,,,,33,34,38,38,37
Watford City,ND,US,,,,,,,,82,82
Watkinsville,GA,US,,,,,,,,14,17
Watsonville,CA,US,,,,24,26,29,29,29,32
Waukegan,IL,US,,,,,,5,7,9,9
Waukesha,WI,US,42,39,40,26,28,33,35,34,34
Wausau,WI,US,45,44,37,35,35,36,36,37,37
Wauwatosa,WI,US,,,,,,,44,44,45
Waxahachie,TX,US,,,,,,10,10,11,11
Waxhaw,NC,US,9,16,9,9,10,11,12,11,11
Wayland,MA,US,,,,,,,12,13,14
Wayne,PA,US,,,,,38,39,43,43,45
Waynesboro,VA,US,,,,,,,,22,22
Waynesville,NC,US,,,,,,,,5,5
Weatherford,TX,US,,,,,,10,16,17,16
Webster,FL,US,,,,,,,,21,21
Webster,NY,US,,,,,,,16,18,15
Webster Groves,MO,US,,,,,,,,20,21
Weedsport,NY,US,,,,,,,,19,19
Weehawken,NJ,US,,,,,,20,21,22,22
Wellesley,MA,US,,,,,,,,,10
Wellington,(NA),NZ,,,,,,,,,54
Wellington,FL,US,,,,,,,,14,15
Wellington,KS,US,,,,,,,,5,5
Wellsboro,PA,US,,,,,,,,31,36
Wenatchee,WA,US,,,,28,32,42,40,40,43
West Allis,WI,US,,,,,,,37,39,40
West Bend,WI,US,,,,,,,,50,50
West Bloomfield,MI,US,,,,,,,31,34,34
West Burlington,IA,US,,,,,,,,24,24
West Chester,OH,US,,,,,,22,24,25,25
West Chester,PA,US,49,49,56,46,46,44,64,62,62
West Chicago,IL,US,,,,,,,12,13,13
West Des Moines,IA,US,,,,,,50,56,58,57
West Fargo,ND,US,33,34,30,37,35,47,49,60,59
West Grove,PA,US,,,,,,,15,15,16
West Hartford,CT,US,21,18,14,14,13,13,14,17,16
West Haven,CT,US,,,,,,,,24,24
West Hollywood,CA,US,,,,,26,26,23,30,30
West Jordan,UT,US,,21,16,17,18,18,20,21,23
West Lafayette,IN,US,,,,,,,47,47,52
West Linn,OR,US,,,,,,,,,24
West Ocean City,MD,US,,,,,,,,15,14
West Orange,NJ,US,,,,,18,18,22,23,24
West Palm Beach,FL,US,,,,,,,16,17,17
West Point,KY,US,,,,,,,,29,22
West Sacramento,CA,US,,,,,,,,25,25
West Springfield,VA,US,,,,,,,32,33,33
West Springfield Town,MA,US,,,,,,,,7,7
West St. Paul,MN,US,,,,,,,,,25
West Tawakoni,TX,US,,,,,,21,21,21,21
West Valley City,UT,US,,22,24,20,22,23,19,22,28
West Wildwood,NJ,US,,,,,,,,,6
West Yellowstone,MT,US,,,,,,,,,40
Westborough,MA,US,,,,,,16,16,17,17
Westbrook,ME,US,,,,,,,,,19
Westerville,OH,US,,,,28,25,25,28,30,33
Westfield,IN,US,,,,,,,32,33,33
Westfield,MA,US,,,,,,13,22,19,28
Westfield,NJ,US,,,,,,40,40,49,48
Westlake,TX,US,,,,,,15,20,21,22
Westlake Village,CA,US,22,20,23,26,27,24,24,27,22
Westminster,(NA),GB,,,,,,65,,79,79
Westminster,CA,US,,,,,,,14,15,17
Westminster,CO,US,,,,,16,18,18,19,20
Westminster,MD,US,,,,,,,10,11,11
Westmont,PA,US,,,,,,,,21,21
Weston,CT,US,,,,,,,,,36
Weston,FL,US,,,,,,,28,28,28
Westworth Village,TX,US,,,,,,4,7,7,7
Wethersfield,CT,US,,,,,11,13,13,14,13
Weymouth Town,MA,US,,,,,,,,,11
Wheat Ridge,CO,US,27,28,13,16,17,13,13,14,15
Wheaton,IL,US,,,,,,,11,11,11
Wheaton,MD,US,,,,,,,,11,11
Wheeling,WV,US,,22,21,21,20,17,17,19,18
Whitby,ON,CA,,,,,,,42,43,44
White,GA,US,,,,,,,,34,34
White Settlement,TX,US,,,,,,6,6,6,6
Whitefish,MT,US,,,,,,,,,53
Whitefish Bay,WI,US,,,,,,,,64,66
Whitehouse,TX,US,,,,,,,,19,20
Whitesburg,GA,US,,,,,,,,33,33
Whitesburg,KY,US,,,,,,,16,14,14
Whitewood,SD,US,,,,,,,52,52,52
Whiting,IN,US,,,,,,,,34,44
Wichita,KS,US,28,26,28,6,7,7,8,10,9
Wichita Falls,TX,US,,,,,,,9,9,11
Wiesbaden,(NA),DE,,,,,,,,,56
Wigan,(NA),GB,,,,,,41,35,58,58
Wildwood,FL,US,,,,,11,11,12,13,13
Wildwood,MO,US,,,,,,,22,22,22
Wildwood,NJ,US,,,,,27,28,28,28,29
Wildwood Crest,NJ,US,,,,,,,,,23
Williamsburg,VA,US,,,,27,27,27,38,39,39
Williamsport,PA,US,,,,,,,,,23
Williamstown,MA,US,,,,,,,,21,30
Williamstown,NJ,US,,,,,,,17,15,15
Williamsville,NY,US,,,,,,,10,14,14
Williston,ND,US,,,,,,,,,16
Willmar,MN,US,,,,,,,,14,14
Willoughby,OH,US,,,,,,,,,27
Willoughby Hills,OH,US,,,,,,16,19,19,19
Willow Park,TX,US,,,,,,14,11,10,10
Willow Springs,IL,US,,,,,,,,12,12
Wilmer,TX,US,,,,,,15,17,14,15
Wilmington,DE,US,37,34,34,37,38,38,43,43,42
Wilmington,NC,US,,,,,9,10,11,11,11
Wilmslow,(NA),GB,,,,,,,,46,43
Wilson,WY,US,,,,,,,,,38
Wilton,CT,US,,24,21,21,22,21,18,19,19
Winchendon,MA,US,,,,,,,,14,14
Winchester,VA,US,,,,,,,26,30,30
Winder,GA,US,,,,,22,25,20,22,20
Windsor,CO,US,,,,,,14,24,24,24
Windsor,ON,CA,,,,,,,34,35,37
Winfield,IL,US,22,20,20,9,9,10,11,11,11
Winnett,MT,US,,,,,,,80,80,80
Winnipeg,MB,CA,,,28,30,31,31,32,37,38
Winona,MN,US,,,,,,,,13,13
Winona Lake,IN,US,,,,,,,,17,18
Winooski,VT,US,,,,,,,,,30
Winston-Salem,NC,US,19,20,7,8,8,8,8,9,9
Winter Garden,FL,US,,,,,13,14,15,16,16
Winthrop,WA,US,21,21,21,21,22,23,22,19,26
Wisconsin Dells,WI,US,,,,,,45,43,44,42
Wisconsin Rapids,WI,US,,,,,,,,57,57
